id,address_comment,address_name,article,article_warning,text,text_warning,warning,full_address_name,name,lat,lon,type,text_query,city,y_coord,x_coord
4169,"1, 2 этаж","Иваньковское шоссе, 5",,,,,,"Москва, Иваньковское шоссе, 5","First&only, велнес-клуб",55.820453,37.465873,branch,фитнес-клуб,msc,7.621527144802245,-9.535611752325291
4170,,"Совхозная улица, 8а",,,,,,"Москва, Совхозная улица, 8а","Росинка, дошкольное отделение",55.670974,37.75001,branch,детский сад,msc,-9.021045900661846,8.305836528297199
4171,,"улица Плющева, 11",,,,,,"Москва, улица Плющева, 11","Солнышко, дошкольные группы",55.743167,37.762175,branch,детский сад,msc,-0.983330437419449,9.069697442920152
4172,,"проспект Вернадского, 115",,,,,,"Москва, проспект Вернадского, 115","Школа на проспекте Вернадского, дошкольное отделение",55.658958,37.484307,branch,детский сад,msc,-10.358855969898963,-8.37810976686441
4173,,"Союзный проспект, 7",,,,,,"Москва, Союзный проспект, 7","Феникс, дошкольное отделение №2",55.751292,37.807362,branch,детский сад,msc,-0.07871547576086763,11.907064902257824
4174,,"улица Новочерёмушкинская, 62 к2",,,,,,"Москва, улица Новочерёмушкинская, 62 к2","Лингвист-м, средняя общеобразовательная школа №1948 с дошкольным отделением",55.665043,37.558458,branch,школа,msc,-9.681378413961143,-3.722041986127839
4175,,"Уральская улица, 23",,,,,,"Москва, Уральская улица, 23",Школа №1598,55.824141,37.806072,branch,детский сад,msc,8.032143881409093,11.826063656443734
4176,1-3 этаж,"шоссе Энтузиастов, 76/1",,,,,,"Москва, шоссе Энтузиастов, 76/1","Марс, подразделение дошкольного образования",55.764207,37.785254,branch,детский сад,msc,1.35920727656758,10.51886667061086
4177,,"2-я Владимирская улица, 24",,,,,,"Москва, 2-я Владимирская улица, 24",Школа №1852,55.755634,37.780444,branch,детский сад,msc,0.4047112533896339,10.2168387031527
4178,,"Сивашская улица, 2 к1",,,,,,"Москва, Сивашская улица, 2 к1","Эврика, школа №1279",55.660351,37.606222,branch,школа,msc,-10.203765440349658,-0.7228583001672966
4179,,"Профсоюзная улица, 34 к2",,,,,,"Москва, Профсоюзная улица, 34 к2",Школа №1205,55.677185,37.558845,branch,детский сад,msc,-8.329538680415151,-3.697741592010658
4180,,"Бирюлёвская улица, 20",,,,,,"Москва, Бирюлёвская улица, 20","Школа №508, дошкольное отделение",55.596407,37.659841,branch,школа,msc,-17.32297429623695,2.6439709878494315
4181,,"Профсоюзная улица, 93в",,,,,,"Москва, Профсоюзная улица, 93в","Школа №17, дошкольное отделение",55.638463,37.527719,branch,детский сад,msc,-12.640675565827095,-5.6521964378031235
4182,1 этаж,"улица Архитектора Власова, 47",,,,,,"Москва, улица Архитектора Власова, 47","Алло! Пицца, сеть пиццерий",55.66646,37.543702,branch,кафе,msc,-9.523615671588237,-4.64859652500564
4183,,"улица Ляпидевского, 10а",,,,,,"Москва, улица Ляпидевского, 10а","Школа № 1590 им. Героя Советского Союза В.В. Колесника, дошкольное отделение",55.857586,37.499475,branch,детский сад,msc,11.755874487702947,-7.425685323978887
4184,,"улица Бакинская, 22 к2",,,,,,"Москва, улица Бакинская, 22 к2",Школа №1466 им. Надежды Рушевой,55.622042,37.655235,branch,детский сад,msc,-14.468909092041407,2.3547523293190076
4185,,"Шипиловская улица, 58 к2",,,,,,"Москва, Шипиловская улица, 58 к2",Школа №1552 с дошкольным отделением,55.621036,37.747388,branch,детский сад,msc,-14.58091203326149,8.14119670729282
4186,,"Жигулёвская улица, 3 к2",,,,,,"Москва, Жигулёвская улица, 3 к2",Школа на Юго-Востоке им. Маршала В.И. Чуйкова,55.712002,37.764166,branch,детский сад,msc,-4.453143918838511,9.194715692160676
4187,,"Рабочая улица, 10",,,,,,"Москва, Рабочая улица, 10","Школа №1468, дошкольное отделение",55.744202,37.682298,branch,детский сад,msc,-0.8680964753790669,4.054084577697351
4188,,"Голубинская улица, 24 к2",,,,,,"Москва, Голубинская улица, 24 к2","Софийский, корпус №4",55.594804,37.537891,branch,детский сад,msc,-17.501443432002876,-5.0134791639808105
4189,,"улица Плющиха, 16 ст3",,,,,,"Москва, улица Плющиха, 16 ст3","Школа №1231 им. В.Д. Поленова, дошкольный корпус",55.744351,37.577455,branch,детский сад,msc,-0.8515072367223324,-2.529187725524806
4190,,"улица Крупской, 17",,,,,,"Москва, улица Крупской, 17",Школа №7,55.683325,37.524068,branch,школа,msc,-7.645935616208107,-5.8814489636636695
4191,,"Карамышевская набережная, 18 к2",,,,,,"Москва, Карамышевская набережная, 18 к2","Лидер, школа №1560",55.770746,37.480122,branch,детский сад,msc,2.087243812158032,-8.640892996890834
4192,,"Средняя Калитниковская улица, 9-11 ст1",,,,,,"Москва, Средняя Калитниковская улица, 9-11 ст1",Школа №88,55.736741,37.681243,branch,школа,msc,-1.6987825992544698,3.987839318299401
4193,1 этаж,"проспект Мира, 120 к1",,,,,,"Москва, проспект Мира, 120 к1","Базилик, кафе",55.812197,37.638894,branch,кафе,msc,6.702316606814528,1.3286728274610817
4194,,"Ленинский проспект, 87а",,,,,,"Москва, Ленинский проспект, 87а","English Playschool Moscow, международный детский сад и начальная школа",55.679215,37.536546,branch,детский сад,msc,-8.103526668568302,-5.097934015514515
4195,,"улица Палехская, 2",,,,,,"Москва, улица Палехская, 2","Школа №1374, детский сад",55.862683,37.693021,branch,детский сад,msc,12.323370817082807,4.727400124396945
4196,,"Коровинское шоссе, 21а",,,,,,"Москва, Коровинское шоссе, 21а","Росток, детский сад",55.875554,37.522035,branch,детский сад,msc,13.75642084417368,-6.009104504243092
4197,,"улица Новаторов, 34 к1",,,,,,"Москва, улица Новаторов, 34 к1",Школа №1514,55.663578,37.525104,branch,школа,msc,-9.844485233264287,-5.816396754596792
4198,,"Домодедовская улица, 17 к2",,,,,,"Москва, Домодедовская улица, 17 к2","Школа №544, дошкольное отделение №5",55.608178,37.711772,branch,детский сад,msc,-16.01245495562506,5.904807478808883
4199,,"Бибиревская улица, 17а",,,,,,"Москва, Бибиревская улица, 17а","Теремок, частный детский сад",55.882436,37.596925,branch,детский сад,msc,14.52266015856277,-1.3066329333727447
4200,,"улица Фотиевой, 8",,,,,,"Москва, улица Фотиевой, 8","Школа №1265, дошкольное отделение №3",55.701028,37.562439,branch,детский сад,msc,-5.674950486004502,-3.4720681631192014
4201,,"улица Плещеева, 3Б",,,,,,"Москва, улица Плещеева, 3Б","Школа Бибирево, дошкольное отделение №4",55.886908,37.606683,branch,детский сад,msc,15.020571433604154,-0.6939113165282684
4202,,"улица Академика Королёва, 4 к3",,,,,,"Москва, улица Академика Королёва, 4 к3","Останкино, школа №1415 c дошкольным отделением",55.823224,37.62817,branch,детский сад,msc,7.930046367080656,0.6552944077564623
4203,,"Открытое шоссе, 31а",,,,,,"Москва, Открытое шоссе, 31а",Школа №1246 с дошкольным отделением,55.830037,37.760801,branch,детский сад,msc,8.688596749506841,8.983421663597573
4204,,"Анадырский проезд, 49 к2",,,,,,"Москва, Анадырский проезд, 49 к2",Школа №1381,55.876082,37.699136,branch,детский сад,msc,13.81520813679301,5.111371441662873
4205,,"Лосевская улица, 16",,,,,,"Москва, Лосевская улица, 16",Школа №760 им. А.П. Маресьева,55.875233,37.713927,branch,детский сад,msc,13.720680844891339,6.040123607367586
4206,,"улица Палехская, 4",,,,,,"Москва, улица Палехская, 4","Школа №1374, детский сад",55.863519,37.694478,branch,детский сад,msc,12.416450503478313,4.818887649258745
4207,,"улица Лётчика Бабушкина, 8а",,,,,,"Москва, улица Лётчика Бабушкина, 8а",Детский сад №36,55.859724,37.676426,branch,детский сад,msc,11.99391781880002,3.6853716239346426
4208,1 этаж,"Малахитовая улица, 12 к1",,,,,,"Москва, Малахитовая улица, 12 к1",Школа №1499 им. И.А. Докукина,55.829575,37.66506,branch,школа,msc,8.637158255629672,2.9716809666907116
4209,,"9-я улица Соколиной Горы, 5а",,,,,,"Москва, 9-я улица Соколиной Горы, 5а",Соколиная гора,55.77182,37.730656,branch,детский сад,msc,2.20682046404036,7.090566021417117
4210,,"1-й Лучевой просек, 12",,,,,,"Москва, 1-й Лучевой просек, 12",Детский сад №36,55.798881,37.652023,branch,детский сад,msc,5.219735948537367,2.1530653257644183
4211,,"Новохохловская улица, 8",,,,,,"Москва, Новохохловская улица, 8","Школа №1222 им. маршала советского союза И.Х. Баграмяна, детский сад",55.732255,37.709959,branch,детский сад,msc,-2.1982403535274644,5.790966112932839
4212,,"Грайвороновская улица, 10 к3",,,,,,"Москва, Грайвороновская улица, 10 к3","Школа №1367, дошкольное отделение",55.717547,37.732515,branch,детский сад,msc,-3.8357822834750177,7.207295792817219
4213,,"Прудовой проезд, 9",,,,,,"Москва, Прудовой проезд, 9","Венда, частный детский сад-школа",55.815311,37.615585,branch,детский сад,msc,7.049024505413695,-0.13493941007473947
4214,,"1-я Владимирская улица, 15а",,,,,,"Москва, 1-я Владимирская улица, 15а",Школа №1852,55.758654,37.777352,branch,школа,msc,0.7409502221398794,10.022686830651462
4215,,"улица Вольная, 5Б",,,,,,"Москва, улица Вольная, 5Б","Соколиная гора, дошкольное отделение",55.776841,37.726218,branch,детский сад,msc,2.7658471574639543,6.81189644907401
4216,,"Живописная улица, 9 к4",,,,,,"Москва, Живописная улица, 9 к4",Школа №1517,55.784053,37.451845,branch,детский сад,msc,3.568815600217478,-10.416453446455458
4217,,"Авиамоторная улица, 4 к4",,,,,,"Москва, Авиамоторная улица, 4 к4","Содружество, школа с дошкольным отделением",55.758643,37.713616,branch,детский сад,msc,0.7397255103618308,6.0205953865839135
4218,,"улица Фотиевой, 12",,,,,,"Москва, улица Фотиевой, 12",Школа №1265,55.699466,37.559682,branch,детский сад,msc,-5.848857894162877,-3.6451849255651267
4219,,"улица Херсонская, 27а",,,,,,"Москва, улица Херсонская, 27а",Школа №15,55.652125,37.559825,branch,школа,msc,-11.119611801559724,-3.6362057101379603
4220,,"Можайское шоссе, 4 к2",,,,,,"Москва, Можайское шоссе, 4 к2","Школа № 1195 г. Москвы, детский сад №7",55.72367,37.440383,branch,детский сад,msc,-3.1540674218905327,-11.13617160963681
4221,,"Трифоновская улица, 51а ст1",,,,,,"Москва, Трифоновская улица, 51а ст1",Детский сад №37,55.791197,37.627485,branch,детский сад,msc,4.3642140052427685,0.6122820784593093
4222,,"Шипиловский проезд, 67 к2",,,,,,"Москва, Шипиловский проезд, 67 к2","Школа №544, дошкольное отделение",55.598427,37.716266,branch,детский сад,msc,-17.098078624714706,6.186993408359429
4223,,"улица Винокурова, 13а",,,,,,"Москва, улица Винокурова, 13а","Мир детства, дошкольное отделение",55.687657,37.592057,branch,детский сад,msc,-7.163627633065231,-1.6123030306295667
4224,,"Ясеневая улица, 34 к3",,,,,,"Москва, Ясеневая улица, 34 к3","Гулливер, частный детский сад",55.604024,37.743085,branch,детский сад,msc,-16.474939089855436,7.871004042815719
4225,"1, 2 этаж","Нахимовский проспект, 38",,,,,,"Москва, Нахимовский проспект, 38","Феникс, детский сад",55.677383,37.567136,branch,детский сад,msc,-8.307494162373546,-3.177135467498025
4226,,"Донская улица, 10",,,,,,"Москва, Донская улица, 10",Школа №1799,55.723626,37.606005,branch,школа,msc,-3.158966240908626,-0.7364841037431288
4227,,"проезд Дежнёва, 25 к5",,,,,,"Москва, проезд Дежнёва, 25 к5","Школа №956, дошкольное отделение",55.868549,37.632839,branch,детский сад,msc,12.976487641234172,0.948468955435501
4228,,"улица Фотиевой, 11",,,,,,"Москва, улица Фотиевой, 11",Образовательный комплекс Воробьевы горы,55.696688,37.557296,branch,детский сад,msc,-6.158150216831878,-3.795005960021121
4229,,"улица Знаменские Садки, 5а",,,,,,"Москва, улица Знаменские Садки, 5а","Школа №2114, корпус Мозаика",55.570687,37.569818,branch,детский сад,msc,-20.186490880583044,-3.0087280803483925
4230,,"улица Крылатские Холмы, 9",,,,,,"Москва, улица Крылатские Холмы, 9","Школа №1440, детский сад",55.749153,37.421817,branch,детский сад,msc,-0.3168659190487412,-12.301961658622503
4231,,"Сельскохозяйственная улица, 13",,,,,,"Москва, Сельскохозяйственная улица, 13","Школа №1499 им. И.А. Докукина, дошкольное отделение",55.835921,37.639306,branch,детский сад,msc,9.3437141848253,1.3545430165222312
4232,,"Ратная улица, 8Б",,,,,,"Москва, Ратная улица, 8Б",Школа №1613,55.57458,37.583896,branch,детский сад,msc,-19.75306747126502,-2.1247462601014435
4233,,"Харьковская улица, 3 к5",,,,,,"Москва, Харьковская улица, 3 к5","Средняя общеобразовательная школа №2001 с дошкольным отделением, дошкольный корпус Радуга",55.58408,37.651214,branch,детский сад,msc,-18.695392948801718,2.1022668243714886
4234,,"улица Бочкова, 5 к1",,,,,,"Москва, улица Бочкова, 5 к1",Школа №1518 с дошкольным отделением,55.809387,37.633501,branch,детский сад,msc,6.389455745301665,0.9900370749888284
4235,,"5-я Парковая улица, 5а",,,,,,"Москва, 5-я Парковая улица, 5а","Школа №444, дошкольное отделение",55.789113,37.787447,branch,детский сад,msc,4.132185595008798,10.656568814586805
4236,цокольный этаж,"Ангарская улица, 39",,,,,,"Москва, Ангарская улица, 39","Готика, кафе",55.879039,37.52441,branch,кафе,msc,14.144439337195335,-5.859974199702599
4237,,"улица Артюхиной, 4 к2",,,,,,"Москва, улица Артюхиной, 4 к2","Покровский квартал, дошкольное отделение",55.703554,37.734982,branch,детский сад,msc,-5.39371472403795,7.362202916172876
4238,,"улица Цюрупы, 15 к1",,,,,,"Москва, улица Цюрупы, 15 к1",Школа №2115,55.66647,37.568999,branch,детский сад,msc,-9.522502314067529,-3.060154497351997
4239,,"Байкальская улица, 46а",,,,,,"Москва, Байкальская улица, 46а","Школа №1352, дошкольное отделение",55.81534,37.81801,branch,детский сад,msc,7.052253320970608,12.575670494347127
4240,,"Дегунинская улица, 13а",,,,,,"Москва, Дегунинская улица, 13а",Школа №2100 с дошкольным отделением,55.865144,37.533995,branch,детский сад,msc,12.597376963806015,-5.258115669403678
4241,,"улица Неглинная, 14 ст4",,,,,,"Москва, улица Неглинная, 14 ст4",Сандуновские бани,55.764437,37.621332,branch,достопримечательность,msc,1.3848149102540084,0.22592461489784546
4242,,"улица Самеда Вургуна, 9",,,,,,"Москва, улица Самеда Вургуна, 9",Специальная (коррекционная) общеобразовательная школа-интернат №2 с дошкольным отделением,55.808379,37.525745,branch,детский сад,msc,6.277226688411387,-5.776147269866308
4243,"1, 2 этаж","улица Щербаковская, 44а",,,,,,"Москва, улица Щербаковская, 44а",Школа №1362,55.782182,37.73615,branch,детский сад,msc,3.3605024258776566,7.435543620704825
4244,,"Кустанайская улица, 2 к2",,,,,,"Москва, Кустанайская улица, 2 к2",Школа №1552 с дошкольным отделением,55.621144,37.749382,branch,детский сад,msc,-14.56888786153125,8.26640334489219
4245,,"Крылатская улица, 2",,,,,,"Москва, Крылатская улица, 2","Крылатское, гребной канал",55.754691,37.435428,branch,достопримечательность,msc,0.29972011278699745,-11.447304329207297
4246,,"улица Академика Миллионщикова, 31 к3",,,,,,"Москва, улица Академика Миллионщикова, 31 к3","Школа №507, г. Москва",55.662863,37.64798,branch,детский сад,msc,-9.924090253712048,1.8991984015404595
4247,,"5-я Парковая улица, 43а",,,,,,"Москва, 5-я Парковая улица, 43а","Школа №2033, дошкольное отделение",55.804211,37.786519,branch,детский сад,msc,5.813168641814148,10.598298140213508
4248,,"улица Введенского, 28",,,,,,"Москва, улица Введенского, 28","Школа №17, отделение школы №1",55.636454,37.532392,branch,школа,msc,-12.864348027719501,-5.358770780680898
4249,,"Малахитовая улица, 4",,,,,,"Москва, Малахитовая улица, 4",Школа №1499 им. И.А. Докукина,55.830408,37.660944,branch,детский сад,msc,8.729903421647993,2.713230253680779
4250,,"Новоясеневский проспект, 15 к2",,,,,,"Москва, Новоясеневский проспект, 15 к2","Школа №1103 им. Героя РФ А.В. Соломатина, дошкольное отделение",55.606146,37.54022,branch,детский сад,msc,-16.238687002907636,-4.867237267537249
4251,,"3-я Богатырская улица, 5",,,,,,"Москва, 3-я Богатырская улица, 5",Лосиноостровская школа №1795,55.817898,37.69524,branch,детский сад,msc,7.337057181112302,4.866734933841552
4252,,"Елецкая улица, 21",,,,,,"Москва, Елецкая улица, 21","Ника, дошкольное отделение",55.605758,37.735609,branch,детский сад,msc,-16.281884845876238,7.4015733115644915
4253,,"Касимовская улица, 11",,,,,,"Москва, Касимовская улица, 11","Школа №508, дошкольное отделение",55.598444,37.65717,branch,детский сад,msc,-17.096185938053278,2.4762543062621694
4254,,"Ореховый проезд, 37 к2",,,,,,"Москва, Ореховый проезд, 37 к2",Созвездие,55.617853,37.731543,branch,детский сад,msc,-14.935290998832977,7.1462622600023975
4255,,"1-й Кадашёвский переулок, 3",,,,,,"Москва, 1-й Кадашёвский переулок, 3",Школа №1799,55.744164,37.62129,branch,школа,msc,-0.8723272878576038,0.2232873625844109
4256,,"улица Габричевского, 8 к3",,,,,,"Москва, улица Габричевского, 8 к3","Детский сад, Академическая гимназия",55.815211,37.462477,branch,детский сад,msc,7.037890658781554,-9.748852308622117
4257,,"Зарайская улица, 24",,,,,,"Москва, Зарайская улица, 24","Детский сад, Академическая гимназия",55.729928,37.769147,branch,детский сад,msc,-2.4573213935362355,9.507481077802046
4258,,"Краснодонская улица, 44",,,,,,"Москва, Краснодонская улица, 44","Школа им. Артема Боровика, Дошкольное отделение",55.667632,37.745663,branch,детский сад,msc,-9.393130157606068,8.032881033987517
4259,,"Бирюлёвская улица, 7 к3",,,,,,"Москва, Бирюлёвская улица, 7 к3","Школа №902 Диалог с дошкольным отделением, дошкольное отделение №1619",55.5993,37.666767,branch,детский сад,msc,-17.000883591122154,3.0788664292756693
4260,,"улица Красного Маяка, 19 к4",,,,,,"Москва, улица Красного Маяка, 19 к4","Школа №1173, дошкольное отделение",55.606652,37.584855,branch,детский сад,msc,-16.18235166748057,-2.0645290006693724
4261,,"проспект Будённого, 27а",,,,,,"Москва, проспект Будённого, 27а","Соколиная гора, дошкольное отделение",55.769293,37.730518,branch,детский сад,msc,1.9254702188293762,7.081900766683904
4262,,"Дегунинская улица, 21",,,,,,"Москва, Дегунинская улица, 21",Школа №2100 с дошкольным отделением,55.869105,37.529343,branch,детский сад,msc,13.038392371019603,-5.5502227027629685
4263,1 этаж,"Верхоянская улица, 9",,,,,,"Москва, Верхоянская улица, 9","Self Club, спортивно-развлекательный клуб",55.856462,37.667361,branch,фитнес-клуб,msc,11.63072919641718,3.1161647096446314
4264,,"Новорогожская улица, 26",,,,,,"Москва, Новорогожская улица, 26",Школа Эрудит,55.739058,37.688141,branch,детский сад,msc,-1.4408146408074458,4.420976564489635
4265,,"Открытое шоссе, 24",,,,,,"Москва, Открытое шоссе, 24",Школа №1246 с дошкольным отделением,55.821843,37.756718,branch,детский сад,msc,7.776287762090726,8.727043196286976
4266,,"улица Лавочкина, 32",,,,,,"Москва, улица Лавочкина, 32","Динамо, дворец спорта",55.855543,37.495754,branch,достопримечательность,msc,11.528408463786505,-7.659333232961075
4267,,"улица Кибальчича, 8 ст1",,,,,,"Москва, улица Кибальчича, 8 ст1","Солнышко, частный детский сад",55.814938,37.650699,branch,детский сад,msc,7.007495258404137,2.069929088589379
4268,,"Большая Тихоновская улица, 18 ст1",,,,,,"Москва, Большая Тихоновская улица, 18 ст1","Детский сад, Академическая гимназия",55.806791,37.689544,branch,детский сад,msc,6.1004214260294845,4.50907333854055
4269,,"Камчатская улица, 2а",,,,,,"Москва, Камчатская улица, 2а",Школа №1598,55.826092,37.810537,branch,детский сад,msc,8.249365579553729,12.106428429215992
4270,,"улица Ротерта, 14",,,,,,"Москва, улица Ротерта, 14",Школа №1537,55.877753,37.725401,branch,детский сад,msc,14.001256590640399,6.760595627978898
4271,,"Волжский бульвар, 34 к1",,,,,,"Москва, Волжский бульвар, 34 к1",Школа №641 им. С. Есенина,55.703283,37.746929,branch,детский сад,msc,-5.42388689568374,8.11237531956185
4272,1 этаж,"улица Миклухо-Маклая, 3",,,,,,"Москва, улица Миклухо-Маклая, 3","Дионис №1, кафе",55.655003,37.499039,branch,кафе,msc,-10.799188184794673,-7.453062504671287
4273,,"проезд Дежнёва, 11 к2",,,,,,"Москва, проезд Дежнёва, 11 к2","Разум-Л, школа",55.869541,37.642787,branch,детский сад,msc,13.086936371697519,1.5731209969018445
4274,,"Коломенская улица, 27 к2",,,,,,"Москва, Коломенская улица, 27 к2","Школа №1770, дошкольное отделение",55.675598,37.69007,branch,детский сад,msc,-8.50622880673733,4.542101779727037
4275,3 этаж,"1-й Нагатинский проезд, 15",,,,,,"Москва, 1-й Нагатинский проезд, 15","Club 18 fight&fitness, спортивный клуб единоборств и фитнеса",55.674264,37.632978,branch,фитнес-клуб,msc,-8.654750906337021,0.9571970047092973
4276,,"улица Федоскинская, 3 к1",,,,,,"Москва, улица Федоскинская, 3 к1","Школа №1374, детский сад",55.867181,37.701908,branch,детский сад,msc,12.824175308455834,5.2854300633639655
4277,,"улица Академика Арцимовича, 7",,,,,,"Москва, улица Академика Арцимовича, 7",Школа №113,55.642288,37.515305,branch,школа,msc,-12.214818136175676,-6.4316926838052035
4278,,"Университетский проспект, 7",,,,,,"Москва, Университетский проспект, 7",Школа №2086,55.695461,37.548924,branch,школа,msc,-6.294759847982037,-4.3206981974672
4279,,"Озёрная улица, 25а",,,,,,"Москва, Озёрная улица, 25а",Школа №2025 с дошкольным отделением,55.675681,37.454787,branch,детский сад,msc,-8.496987925404131,-10.231720330945848
4280,,"Бирюлёвская улица, 56 к2",,,,,,"Москва, Бирюлёвская улица, 56 к2",Школа №947,55.581797,37.667046,branch,детский сад,msc,-18.949568987266662,3.096385318546913
4281,1-2 этаж,"Никитинская улица, 24а",,,,,,"Москва, Никитинская улица, 24а","Колибри, школа-сад",55.806482,37.775159,branch,детский сад,msc,6.066017888503592,9.884984674843908
4282,1-2 этаж,"улица Малая Бронная, 15",,,,,,"Москва, улица Малая Бронная, 15",Школа №1239 с дошкольным отделением,55.761348,37.59538,branch,детский сад,msc,1.0408933366109334,-1.4036461423288982
4283,,"Уральская улица, 15а",,,,,,"Москва, Уральская улица, 15а","Лад, частная средняя общеобразовательная школа с дошкольным отделением",55.819432,37.795663,branch,школа,msc,7.507850483594701,11.17246519502144
4284,,"Ясеневая улица, 23 к2",,,,,,"Москва, Ясеневая улица, 23 к2",Ника,55.605089,37.732455,branch,детский сад,msc,-16.35636771814368,7.203528290801977
4285,,"микрорайон Северное Чертаново, к811",,,,,,"Москва, микрорайон Северное Чертаново, к811",Школа №1158,55.639321,37.598921,branch,детский сад,msc,-12.545149922504118,-1.181300658003913
4286,,"улица Академика Арцимовича, 2 ст А",,,,,,"Москва, улица Академика Арцимовича, 2 ст А","Школа №113, дошкольное отделение",55.645661,37.511776,branch,детский сад,msc,-11.839284029427992,-6.653284607330688
4287,,"улица Череповецкая, 8а",,,,,,"Москва, улица Череповецкая, 8а","Светлячок, частный детский сад",55.897182,37.5698,branch,детский сад,msc,16.164477204292673,-3.0098583312725076
4288,,"улица Ращупкина, 5",,,,,,"Москва, улица Ращупкина, 5",Западный комплекс непрерывного образования,55.724819,37.440872,branch,детский сад,msc,-3.026141430923818,-11.10546648274991
4289,,"Люблинская улица, 11 к3",,,,,,"Москва, Люблинская улица, 11 к3","Школа №1367, дошкольное отделение №4",55.711361,37.732939,branch,детский сад,msc,-4.524510665035601,7.23391947368758
4290,,"Новгородская улица, 9",,,,,,"Москва, Новгородская улица, 9",Лианозово,55.895496,37.577918,branch,детский сад,msc,15.976758060499902,-2.5001151595593694
4291,,"Перекопская улица, 32",,,,,,"Москва, Перекопская улица, 32",Школа №15,55.661818,37.56771,branch,детский сад,msc,-10.040436036035427,-3.141093021576534
4292,,"Варшавское шоссе, 149 к2",,,,,,"Москва, Варшавское шоссе, 149 к2","Солнышко, дошкольное отделение",55.579227,37.600066,branch,детский сад,msc,-19.235697834665636,-1.1094041372015475
4293,,"Голубинская улица, 31 к2",,,,,,"Москва, Голубинская улица, 31 к2","Школа №1561, дошкольное отделение",55.597124,37.543316,branch,детский сад,msc,-17.243147474832494,-4.6728341261344255
4294,1 этаж,"Электродная улица, 12",,,,,,"Москва, Электродная улица, 12","Поликлиника, журнал",55.75006,37.75431,branch,поликлиника,msc,-0.21588301569914406,8.575840804948996
4295,,"Аргуновская улица, 16 к3",,,,,,"Москва, Аргуновская улица, 16 к3",Школа №1220,55.818757,37.623615,branch,детский сад,msc,7.432696971678545,0.36927811561007523
4296,,"Светлый проезд, 4а",,,,,,"Москва, Светлый проезд, 4а","Школа №1252 им. Сервантеса с дошкольным отделением, детский сад",55.813518,37.49332,branch,детский сад,msc,6.849394662963224,-7.812168223391975
4297,,"Уссурийская улица, 1",,,,,,"Москва, Уссурийская улица, 1","Школа №1598, дошкольное отделение",55.825472,37.810514,branch,детский сад,msc,8.180335611578911,12.104984221011993
4298,,"улица Академика Анохина, 12 к5",,,,,,"Москва, улица Академика Анохина, 12 к5",Школа №1329 с дошкольным отделением,55.667779,37.468328,branch,детский сад,msc,-9.376763798707112,-9.381458166390354
4299,,"Снежная улица, 10",,,,,,"Москва, Снежная улица, 10","Свиблово, школа с дошкольным отделением",55.848973,37.644093,branch,детский сад,msc,10.796910311872162,1.655126984121231
4300,,"Варшавское шоссе, 142а",,,,,,"Москва, Варшавское шоссе, 142а","Школа №1245, детский сад",55.607894,37.604653,branch,детский сад,msc,-16.044074006140093,-0.8213785112341065
4301,,"Бирюлёвская улица, 55 к2",,,,,,"Москва, Бирюлёвская улица, 55 к2","Солнечный город, дошкольное отделение",55.582326,37.675426,branch,детский сад,msc,-18.890673190076456,3.6225799076986354
4302,,"улица Плющиха, 39",,,,,,"Москва, улица Плющиха, 39",Школа №1231 им. В.Д. Поленова,55.740606,37.5774,branch,школа,msc,-1.2684648237533167,-2.5326412700762977
4303,,"Малый Саввинский переулок, 8",,,,,,"Москва, Малый Саввинский переулок, 8",Школа №1535,55.731032,37.562204,branch,школа,msc,-2.3344054332827615,-3.486824216555729
4304,,"Мичуринский проспект, 42",,,,,,"Москва, Мичуринский проспект, 42",Школа №37,55.69691,37.490199,branch,школа,msc,-6.133433556915391,-8.008141106112552
4305,,"переулок Хользунова, 8",,,,,,"Москва, переулок Хользунова, 8",Школа №57,55.730226,37.58029,branch,школа,msc,-2.424142993411629,-2.3511732013090785
4306,,"улица Шверника, 9",,,,,,"Москва, улица Шверника, 9",Школа №45 им. Л.И. Мильграма,55.693288,37.586012,branch,детский сад,msc,-6.536693544608042,-1.9918789805556032
4307,,"Балаклавский проспект, 18",,,,,,"Москва, Балаклавский проспект, 18","Школа №536, дошкольный корпус № 3",55.643351,37.601781,branch,детский сад,msc,-12.096468690627146,-1.0017163351608374
4308,,"улица Усачёва, 66",,,,,,"Москва, улица Усачёва, 66",Школа №171,55.724016,37.560606,branch,школа,msc,-3.1155448892864976,-3.5871653796578324
4309,,"Кировоградская улица, 19а",,,,,,"Москва, Кировоградская улица, 19а","Школа №1245, детский сад",55.604911,37.603207,branch,детский сад,msc,-16.37618528218168,-0.9121753404608157
4310,,"Большая Переяславская улица, 7а",,,,,,"Москва, Большая Переяславская улица, 7а",Средняя общеобразовательная школа №1297 с дошкольным отделением,55.782602,37.640508,branch,детский сад,msc,3.407264330115883,1.430018665122188
4311,,"улица Саратовская, 3 к3",,,,,,"Москва, улица Саратовская, 3 к3","Школа №1367, дошкольное отделение",55.715298,37.732943,branch,детский сад,msc,-4.086178440904349,7.234170640487732
4312,,"Загорьевский проезд, 3 к4",,,,,,"Москва, Загорьевский проезд, 3 к4","Загорье, общеобразовательная школа №1861 с дошкольным отделением",55.577039,37.665711,branch,детский сад,msc,-19.479296929437663,3.0125583751473193
