name,latitude,longitude,region,y_coord,x_coord
Боровицкая,55.750399,37.60934,msc,-0.17813967751828777,-0.5270737122019779
Полянка,55.736795,37.618594,msc,-1.692770399352639,0.05400088072070435
Серпуховская,55.726548,37.624792,msc,-2.833640046644312,0.443183972050262
Тульская,55.70961,37.622569,msc,-4.71946097407614,0.30359797468913885
Нагатинская,55.682099,37.620917,msc,-7.7824336120323405,0.19986605037147037
Нагорная,55.672962,37.610397,msc,-8.799710225592316,-0.4607028623999822
Нахимовский проспект,55.662379,37.605274,msc,-9.977976723793164,-0.7823848521812355
Севастопольская,55.651451,37.59809,msc,-11.194651917886178,-1.2334805782913394
Чертановская,55.640538,37.606065,msc,-12.409654901859591,-0.7327166004505803
Южная,55.622436,37.609047,msc,-14.425043123941403,-0.5454716866456112
Пражская,55.610962,37.602386,msc,-15.702499114802542,-0.9637273437330378
Улица Академика Янгеля,55.596753,37.601498,msc,-17.284452567694135,-1.0194863923017423
Аннино,55.583477,37.596999,msc,-18.762527496472263,-1.3019863460141727
Бульвар Дмитрия Донского,55.568201,37.576856,msc,-20.46326715369766,-2.5667999652528075
Планерная,55.859676,37.436808,msc,11.988573533559554,-11.360651827530075
Сходненская,55.84926,37.44076,msc,10.828864628723258,-11.112499149861026
Тушинская,55.825479,37.437024,msc,8.181114982146708,-11.347088827165305
Спартак,55.8182,37.4352,msc,7.370681413281726,-11.46162082937546
Щукинская,55.8094,37.463241,msc,6.390903143973576,-9.70087946312938
Октябрьское поле,55.793581,37.493317,msc,4.629643915182044,-7.81235659848139
Полежаевская,55.777201,37.517895,msc,2.8059287544173386,-6.26906216770447
Беговая,55.773505,37.545518,msc,2.3944244714343905,-4.534566774138751
Улица 1905 года,55.763944,37.562271,msc,1.3299255053169252,-3.48261717153427
Баррикадная,55.760793,37.581242,msc,0.9791010360565565,-2.291395484310789
Пушкинская,55.765607,37.604356,msc,1.5150798443773272,-0.840027652514173
Кузнецкий мост,55.761498,37.624423,msc,1.0575939593466845,0.4200138267469408
Китай-город,55.75436,37.633877,msc,0.26286744691981867,1.013646762217119
Таганская,55.739502,37.653605,msc,-1.3913809768200127,2.2524018264210173
Пролетарская,55.731546,37.666917,msc,-2.2771782485491743,3.0882851869498356
Волгоградский проспект,55.725546,37.685197,msc,-2.9451995599681595,4.236117758462052
Текстильщики,55.709211,37.732117,msc,-4.76388425197528,7.18230469609015
Кузьминки,55.705493,37.763295,msc,-5.177833353486946,9.140024132830122
Рязанский проспект,55.716139,37.792694,msc,-3.992544317249663,10.986036724100545
Выхино,55.715983,37.816788,msc,-4.009912835810425,12.498939089933607
Лермонтовский проспект,55.702036,37.851044,msc,-5.5627234025554095,14.64992968992683
Жулебино,55.684722,37.855833,msc,-7.490399122595348,14.950638810801673
Котельники,55.6743,37.8582,msc,-8.650742814120473,15.099266594820342
Новослободская,55.779606,37.601252,msc,3.0736961502347118,-1.0349331557490427
Проспект Мира,55.779584,37.633646,msc,3.0712467182784646,0.9991418745855873
Комсомольская,55.775672,37.654772,msc,2.635693321430946,2.3256797631911073
Курская,55.758631,37.661059,msc,0.7383894611534659,2.720451301332495
Таганская,55.742396,37.653334,msc,-1.0691713761538126,2.2353852703872774
Павелецкая,55.731414,37.636294,msc,-2.2918747244658126,1.1654143525407785
Добрынинская,55.728994,37.622533,msc,-2.5613100599393497,0.3013374727067408
Октябрьская,55.729264,37.611049,msc,-2.5312490980540963,-0.41976265985989974
Парк культуры,55.735221,37.593095,msc,-1.868014870980676,-1.5471252245072895
Киевская,55.74361,37.56735,msc,-0.9340080773153653,-3.1636980399308676
Краснопресненская,55.760378,37.577114,msc,0.9328959861603362,-2.550599701736283
Белорусская,55.775179,37.582303,msc,2.5808038155001967,-2.2247734697562374
Физтех,55.921389,37.546389,msc,18.859688906852877,-4.479875191810348
Лианозово,55.931111,37.543611,msc,19.942141124124046,-4.654310570871069
Яхромская,55.8775,37.545833,msc,13.973087671262318,-4.514787384453739
Селигерская,55.86483,37.55005,msc,12.562416400954156,-4.24999472732405
Верхние Лихоборы,55.85566,37.56282,msc,11.541435150329463,-3.4481445190151763
Окружная,55.848889,37.571111,msc,10.787557829175753,-2.927538388821689
Петровско-Разумовская,55.836667,37.575556,msc,9.426772966578024,-2.6484291998888887
Фонвизинская,55.822778,37.588056,msc,7.880389348201681,-1.863532704408955
Бутырская ,55.813333,37.602778,msc,6.828797052882011,-0.9391129889469703
Марьина Роща,55.793723,37.61618,msc,4.645453921475498,-0.09757833562604863
Достоевская,55.781667,37.613889,msc,3.3031634286421316,-0.2414341701687429
Трубная,55.76771,37.621926,msc,1.7492227759013563,0.26322289761358536
Сретенский бульвар,55.766106,37.635688,msc,1.5706372896857743,1.1273625694792664
Чкаловская,55.755951,37.659293,msc,0.4400052035543267,2.609561125886923
Римская,55.747027,37.679996,msc,-0.5535688950001378,3.9095380493107488
Крестьянская застава,55.732278,37.665325,msc,-2.19567960360587,2.9883207719846374
Дубровка,55.71807,37.676259,msc,-3.7775531949567625,3.6748854073366073
Кожуховская,55.706156,37.68544,msc,-5.104017273446753,4.251376145038335
Печатники,55.692921,37.728338,msc,-6.57755394413708,6.9450148576611745
Волжская,55.690446,37.754314,msc,-6.853111070223702,8.576091971714433
Люблино,55.676596,37.761639,msc,-8.395115550558994,9.036041098253706
Братиславская,55.658817,37.748415,msc,-10.37455429144699,8.205683777121084
Марьино,55.649158,37.743844,msc,-11.44994412094681,7.918662940036469
Борисово,55.6325,37.743333,msc,-13.304567281928206,7.886576383435509
Шипиловская,55.621667,37.743611,msc,-14.51065969356386,7.904032474906882
Зябликово,55.611944,37.745278,msc,-15.593168392908426,8.008706231369212
Каширская,55.654327,37.647705,msc,-10.874451007605485,1.881930678461726
Варшавская,55.653294,37.619522,msc,-10.989460600900403,0.11227159851918087
Каховская,55.652923,37.596573,msc,-11.030766074471757,-1.32873561918196
Бунинская аллея,55.537977,37.515899,msc,-23.82821631251589,-6.394394411197078
Улица Горчакова,55.542281,37.532063,msc,-23.34903717179371,-5.379429253213031
Бульвар Адмирала Ушакова,55.545207,37.542329,msc,-23.02327532272997,-4.734809546470821
Улица Скобелевская,55.548103,37.552721,msc,-22.70085332477731,-4.082278057692125
Улица Старокачаловская,55.569194,37.576074,msc,-20.352712525574557,-2.6159030894999096
Лесопарковая,55.581656,37.577816,msc,-18.96526711004102,-2.5065199149147945
Битцевский Парк,55.600066,37.556058,msc,-16.915601339408298,-3.872742104030453
Деловой центр,55.7491,37.5395,msc,-0.3227667938639571,-4.9124473000773365
Пыхтино,55.625,37.298056,msc,-14.139580257174131,-20.07311424111744
Парк Победы,55.736478,37.514401,msc,-1.7280642387596865,-6.48845638465197
Минская,55.7232,37.5038,msc,-3.2063957141260686,-7.154111222575327
Ломоносовский проспект,55.7055,37.5225,msc,-5.177053998233972,-5.9799063605443346
Раменки,55.6961,37.505,msc,-6.223615960371195,-7.078761181633962
Мичуринский проспект,55.6888,37.485,msc,-7.0363704141911505,-8.334595123729756
Озёрная,55.6698,37.4495,msc,-9.15175415778482,-10.563699927079462
Говорово,55.6588,37.4174,msc,-10.376446996857235,-12.579312410407708
Солнцево,55.649,37.3911,msc,-11.467535119628142,-14.23073273225288
Боровское шоссе,55.647,37.3701,msc,-11.690205949593162,-15.549356958939311
Новопеределкино,55.6385,37.3544,msc,-12.63655616190586,-16.535185316023977
Рассказовка,55.6324,37.3328,msc,-13.315700795024194,-17.891483853007767
Окружная,55.848889,37.571111,msc,10.787557829175753,-2.927538388821689
Владыкино,55.847222,37.591944,msc,10.601955609856127,-1.6193984950670846
Ботанический сад,55.845556,37.640278,msc,10.416464780171115,1.415576569308691
Ростокино,55.839444,37.667778,msc,9.735961040848613,3.14234885593006
Белокаменная,55.83,37.700556,msc,8.684477216304275,5.200535670932244
Бульвар Рокоссовского,55.817222,37.736944,msc,7.2617923495624375,7.485400229477664
Локомотив,55.803219,37.745742,msc,5.702721091955414,8.037841577893694
Измайлово,55.788611,37.742778,msc,4.076293926449647,7.8517269920942105
Соколиная Гора,55.77,37.745278,msc,2.004185926673124,8.008706231369212
Шоссе Энтузиастов,55.758633,37.748477,msc,0.7386121360209339,8.209576862140143
Андроновка,55.741111,37.734444,msc,-1.2122395832819268,7.328420981888791
Нижегородская,55.732222,37.72825,msc,-2.2019144729634545,6.939489187902972
Новохохловская,55.723889,37.716111,msc,-3.12968466306866,6.177260693939898
Угрешская,55.718333,37.697778,msc,-3.748271643776519,5.026100297957924
Дубровка,55.71268,37.677775,msc,-4.377657711112034,3.770077648832623
Автозаводская,55.70631,37.66314,msc,-5.086871455818017,2.8511208676395974
ЗИЛ,55.698333,37.648333,msc,-5.975001972216535,1.921363878791226
Верхние Котлы,55.69,37.618889,msc,-6.902767009136645,0.07252443864198459
Крымская,55.690038,37.605,msc,-6.898536234213076,-0.7995897838750405
Площадь Гагарина,55.706944,37.585833,msc,-5.016284124143231,-2.0031186984559537
Лужники,55.720278,37.563056,msc,-3.531721729901952,-3.4333256738354128
Кутузовская,55.740833,37.533333,msc,-1.2431913003937625,-5.299683781570473
Деловой центр,55.747222,37.532222,msc,-0.5318581362932681,-5.369445371355015
Шелепиха,55.7575,37.525556,msc,0.6124668349747985,-5.788014902662332
Хорошево,55.777222,37.507222,msc,2.8082668476459687,-6.939238021095454
Зорге,55.787778,37.504444,msc,3.9835493949310035,-7.113673367336485
Панфиловская,55.799167,37.498889,msc,5.251578665274588,-7.462481259480082
Стрешнево,55.813611,37.486944,msc,6.859749137455642,-8.212528071749961
Балтийская,55.825833,37.496111,msc,8.220528866273204,-7.636916596942174
Коптево,55.839637,37.520037,msc,9.757449450223143,-6.134562333814413
Лихоборы,55.847222,37.551389,msc,10.601955609856127,-4.165916621700277
Тимирязевская,55.819049,37.578882,msc,7.4652078232215855,-2.439583942211085
Улица Милашенкова,55.821876,37.591206,msc,7.779961935447543,-1.6657387849070153
Телецентр,55.821795,37.608975,msc,7.770943509971938,-0.5499926906037284
Улица Академика Королёва,55.821821,37.627167,msc,7.773838313197421,0.5923143109847436
Выставочный центр,55.824086,37.638494,msc,8.026020256890012,1.3035561390408554
Улица Сергея Эйзенштейна,55.829305,37.644997,msc,8.607096799968192,1.7118906995381054
Мичуринский проспект,55.688333,37.485,msc,-7.0883643988865765,-8.334595123729756
Проспект Вернадского,55.677778,37.505,msc,-8.263516460101664,-7.078761181633962
Новаторская,55.670833,37.52,msc,-9.036744253143905,-6.136885626942621
Воронцовская,55.658333,37.540833,msc,-10.428440725769974,-4.828745948062768
Зюзино,55.655158,37.575786,msc,-10.781931175429706,-2.6339871045468346
Каховская,55.653056,37.598333,msc,-11.015958452160252,-1.2182221900530652
Варшавская,55.653333,37.619444,msc,-10.985118515931372,0.10737384422150342
Каширская,55.655,37.648611,msc,-10.799522191423794,1.9388199770138426
Кленовый бульвар,55.674444,37.680833,msc,-8.634710445019007,3.962094715058401
Нагатинский Затон,55.684444,37.703611,msc,-7.521350553655084,5.392364345421711
Печатники,55.694722,37.7275,msc,-6.377037355032992,6.8923954114401775
Текстильщики,55.708333,37.728333,msc,-4.861637720431131,6.944700899152151
Нижегородская,55.7325,37.728611,msc,-2.170962799519352,6.962156992234505
Авиамоторная,55.753056,37.718611,msc,0.11768355007187532,6.334239957821221
Лефортово,55.764444,37.702778,msc,1.3855942730330761,5.3400588511276945
Электрозаводская,55.782057,37.7053,msc,3.3465851930954793,5.498419542736317
Сокольники,55.791111,37.678889,msc,4.354638934924097,3.8400276201995833
Рижская,55.792222,37.633889,msc,4.478335493255512,1.0144002628735556
Марьина Роща,55.798333,37.617222,msc,5.1587226353191875,-0.03214936154540327
Савёловская,55.794054,37.587163,msc,4.682306824898293,-1.9196057106244766
Петровский парк,55.79233,37.55952,msc,4.490360002374988,-3.655357183597417
ЦСКА,55.78643,37.53502,msc,3.8334658341086794,-5.1937541661896685
Хорошевская,55.77643,37.51981,msc,2.720087337165235,-6.148816051108157
Шелепиха,55.75723,37.52571,msc,0.5824057340323961,-5.778344979644425
Деловой центр,55.7491,37.5395,msc,-0.3227667938639571,-4.9124473000773365
Народное Ополчение,55.775278,39.484444,msc,2.591826251426691,117.21039262226972
Мнёвники,55.761153,37.47139,msc,1.0191825276677375,-9.189190023725516
Терехово,55.749167,38.460556,msc,-0.31530719739086727,52.921918495259476
Кунцевская,55.730278,37.445833,msc,-2.4183534737612478,-10.793956997528388
Давыдково,55.765278,37.451667,msc,1.4784497877289193,-10.427630364919088
Аминьевская,55.697222,37.464167,msc,-6.098696627945373,-9.642734364662804
Косино,55.7026,37.8511,msc,-5.499929669201732,14.653446021364788
Улица Дмитриевского,55.7093,37.8792,msc,-4.753975300514775,16.417890589883864
Лухмановская,55.7078,37.9004,msc,-4.920980081093762,17.749072526464044
Некрасовка,55.7029,37.9264,msc,-5.466528744839502,19.38165357688498
Юго-Восточная,55.71,37.82,msc,-4.676039722193475,12.700625888965906
Окская,55.72,37.77,msc,-3.5626733413562492,9.561042384342647
Стахановская,55.73,37.76,msc,-2.4493051359368594,8.933125521095437
Нижегородская,55.73,37.73,msc,-2.4493051359368594,7.049374665522981
Лефортово,55.764444,37.702778,msc,1.3855942730330761,5.3400588511276945
Электрозаводская,55.782057,37.7053,msc,3.3465851930954793,5.498419542736317
Авиамоторная,55.751933,37.717444,msc,-0.0073482626206707894,6.2609620376946715
Лобня,56.0048,37.29057,msc,28.14676618760634,-20.543171790971375
Шереметьевская,55.983882,37.498752,msc,25.81771997167509,-7.47108372219722
Хлебниково,55.970682,37.504638,msc,24.348013287551804,-7.101491777374152
Водники,55.953419,37.511143,msc,22.42593121373015,-6.6930317555304715
Долгопрудная,55.938656,37.520542,msc,20.78220628573899,-6.10285252215539
Новодачная,55.924459,37.527877,msc,19.20150401699587,-5.642275347851589
Марк,55.904458,37.538242,msc,16.974587222548692,-4.99143927327988
Лианозово,55.897316,37.553261,msc,16.179396758866126,-4.048370531634966
Бескудниково,55.882713,37.567768,msc,14.553501253349893,-3.137451101950626
Дегунино,55.86586,37.573235,msc,12.677095960971062,-2.7941687789900604
Окружная,55.848889,37.571111,msc,10.787557829175753,-2.927538388821689
Тимирязевская,55.81866,37.574498,msc,7.421897134352253,-2.714862838367296
Савёловская,55.793936,37.587038,msc,4.66916893160579,-1.9274546756537123
Белорусская,55.775179,37.582303,msc,2.5808038155001967,-2.2247734697562374
Беговая,55.773505,37.545518,msc,2.3944244714343905,-4.534566774138751
Тестовская,55.754292,37.531551,msc,0.2552965067466362,-5.411578608582635
Фили,55.744263,37.514526,msc,-0.8613049079245974,-6.48060742160896
Славянский бульвар,55.729722,37.470556,msc,-2.480256796701509,-9.241558290333732
Кунцевская,55.730554,37.445591,msc,-2.3876244840205687,-10.809152582497283
Рабочий Посёлок,55.726957,37.415577,msc,-2.7881032739656657,-12.693781598574276
Сетунь,55.723713,37.397259,msc,-3.149279939633661,-13.84399902077073
Немчиновка,55.715668,37.374611,msc,-4.04498388155212,-15.26610394577936
Сколково,55.666801,37.424618,msc,-9.485650179065962,-12.126082219090392
Баковка,55.682816,37.315205,msc,-7.702605668376631,-18.996301716742696
Одинцово,55.67798,37.27773,msc,-8.24102659606801,-21.34941516395934
Нахабино,55.841522,37.185204,msc,9.967323328752348,-27.159259351297205
Аникеевка,55.832099,37.219829,msc,8.918177260932827,-24.985105743077277
Опалиха,55.82333,37.246843,msc,7.941848259992897,-23.28885669499075
Красногорская,55.814571,37.303337,msc,6.9666340446535475,-19.741512025651566
Павшино,55.815231,37.341461,msc,7.040117428093411,-17.34764586495497
Пенягино,55.822539,37.361049,msc,7.853779422535625,-16.117683892375098
Волоколамская,55.835154,37.382453,msc,9.258317297803362,-14.773691996771799
Трикотажная,55.833137,37.398967,msc,9.033746917236162,-13.736750894578023
Тушинская,55.825479,37.437024,msc,8.181114982146708,-11.347088827165305
Покровское-Стрешнево,55.814247,37.47678,msc,6.9305603865962935,-8.850742825117923
Стрешнево,55.813611,37.486944,msc,6.859749137455642,-8.212528071749961
Красный Балтиец,55.815514,37.526367,msc,7.0716262146363995,-5.737090827466977
Гражданская,55.805527,37.55315,msc,5.959689814263979,-4.055340411995984
Дмитровская,55.808056,37.581734,msc,6.241264405248804,-2.2605019582570707
Рижская,55.792494,37.636114,msc,4.508619442557489,1.154111842722758
Каланчёвская,55.77667,37.65111,msc,2.7468083997405963,2.095736485497404
Курская,55.757622,37.660767,msc,0.6260499995417415,2.7021161194654018
Москва Товарная,55.745358,37.688839,msc,-0.7393906937117944,4.46480518057509
Калитники,55.733981,37.702203,msc,-2.0060727456471183,5.30395361785866
Новохохловская,55.718523,37.719236,msc,-3.7271176706564817,6.373484773471554
Текстильщики,55.708934,37.731283,msc,-4.79472447076374,7.129936417831432
Люблино,55.676596,37.761639,msc,-8.395115550558994,9.036041098253706
Депо,55.674257,37.728446,msc,-8.655530257599485,6.951796361451483
Перерва,55.660809,37.716278,msc,-10.152773715069817,6.1877469088306265
Курьяново,55.649722,37.701667,msc,-11.387150932064822,5.270297261199218
Москворечье,55.641239,37.689789,msc,-12.331608867007605,4.524457308302772
Царицыно,55.618309,37.668846,msc,-14.884522298818922,3.2094104103154564
Покровское,55.814247,37.47678,msc,6.9305603865962935,-8.850742825117923
Красный строитель,55.589455,37.615093,msc,-18.0969711066657,-0.16583293718028716
Битца,55.571186,37.611443,msc,-20.130935211181253,-0.39502272151011947
Бутово,55.548279,37.555668,msc,-22.681258612774734,-3.8972308730813534
Щербинка,55.509724,37.562008,msc,-26.973711678252805,-3.499131393031647
Остафьево,55.50337,37.520055,msc,-27.68112047460926,-6.133432083103382
Силикатная,55.470278,37.555278,msc,-31.36533451222311,-3.9217196421009675
Подольск,55.431667,37.565,msc,-35.663967100428394,-3.3112585758791946
Крюково,55.979722,37.173611,msc,25.354539341469085,-27.88720014273068
Малино,55.969167,37.211667,msc,24.17933124579944,-25.4976096213759
Фирсановская,55.960278,37.251111,msc,23.18961943377487,-23.020862574635547
Сходня,55.949722,37.298611,msc,22.014303729361227,-20.0382649280341
Подрезково,55.941667,37.334722,msc,21.117453254983253,-17.770798416976746
