Unnamed: 0,names,lat,lng,y_coord,x_coord
123,Бибирево,55.883868,37.603011,14.682098613092332,-0.9244825178586538
124,Отрадное,55.864273,37.605066,12.500400375090663,-0.7954455302554723
125,Владыкино,55.847222,37.591944,10.601955609856127,-1.6193984950670846
126,Петровско-Разумовская,55.836667,37.575556,9.426772966578024,-2.6484291998888887
127,Тимирязевская,55.819049,37.578882,7.4652078232215855,-2.439583942211085
128,Дмитровская,55.808056,37.581734,6.241264405248804,-2.2605019582570707
129,Савеловская,55.794054,37.587163,4.682306824898293,-1.9196057106244766
130,Менделеевская,55.781999,37.599141,3.3401275971805853,-1.1674864793402095
131,Цветной бульвар,55.771653,37.620466,2.1882270726563666,0.17154698386044406
132,Чеховская,55.765747,37.608493,1.5306671031224584,-0.5802583004322022
133,Боровицкая,55.750399,37.60934,-0.17813967751828777,-0.5270737122019779
134,Полянка,55.736795,37.618594,-1.692770399352639,0.05400088072070435
135,Серпуховская,55.726548,37.624792,-2.833640046644312,0.443183972050262
136,Тульская,55.70961,37.622569,-4.71946097407614,0.30359797468913885
137,Нагатинская,55.682099,37.620917,-7.7824336120323405,0.19986605037147037
138,Нагорная,55.672962,37.610397,-8.799710225592316,-0.4607028623999822
139,Нахимовский проспект,55.662379,37.605274,-9.977976723793164,-0.7823848521812355
140,Севастопольская,55.651451,37.59809,-11.194651917886178,-1.2334805782913394
141,Чертановская,55.640538,37.606065,-12.409654901859591,-0.7327166004505803
142,Южная,55.622436,37.609047,-14.425043123941403,-0.5454716866456112
143,Пражская,55.610962,37.602386,-15.702499114802542,-0.9637273437330378
144,Улица Академика Янгеля,55.596753,37.601498,-17.284452567694135,-1.0194863923017423
145,Аннино,55.583477,37.596999,-18.762527496472263,-1.3019863460141727
146,Бульвар Дмитрия Донского,55.568201,37.576856,-20.46326715369766,-2.5667999652528075
147,Планерная,55.859676,37.436808,11.988573533559554,-11.360651827530075
148,Сходненская,55.84926,37.44076,10.828864628723258,-11.112499149861026
149,Тушинская,55.825479,37.437024,8.181114982146708,-11.347088827165305
150,Спартак,55.8182,37.4352,7.370681413281726,-11.46162082937546
151,Щукинская,55.8094,37.463241,6.390903143973576,-9.70087946312938
152,Октябрьское поле,55.793581,37.493317,4.629643915182044,-7.81235659848139
153,Полежаевская,55.777201,37.517895,2.8059287544173386,-6.26906216770447
154,Беговая,55.773505,37.545518,2.3944244714343905,-4.534566774138751
155,Улица 1905 года,55.763944,37.562271,1.3299255053169252,-3.48261717153427
156,Баррикадная,55.760793,37.581242,0.9791010360565565,-2.291395484310789
157,Пушкинская,55.765607,37.604356,1.5150798443773272,-0.840027652514173
158,Кузнецкий мост,55.761498,37.624423,1.0575939593466845,0.4200138267469408
159,Таганская,55.742396,37.653334,-1.0691713761538126,2.2353852703872774
160,Пролетарская,55.731546,37.666917,-2.2771782485491743,3.0882851869498356
161,Волгоградский проспект,55.725546,37.685197,-2.9451995599681595,4.236117758462052
162,Текстильщики,55.709211,37.732117,-4.76388425197528,7.18230469609015
163,Кузьминки,55.705493,37.763295,-5.177833353486946,9.140024132830122
164,Рязанский проспект,55.716139,37.792694,-3.992544317249663,10.986036724100545
165,Выхино,55.715983,37.816788,-4.009912835810425,12.498939089933607
166,Лермонтовский проспект,55.702036,37.851044,-5.5627234025554095,14.64992968992683
167,Жулебино,55.684722,37.855833,-7.490399122595348,14.950638810801673
168,Котельники,55.6743,37.8582,-8.650742814120473,15.099266594820342
169,Новослободская,55.779606,37.601252,3.0736961502347118,-1.0349331557490427
170,Добрынинская,55.728994,37.622533,-2.5613100599393497,0.3013374727067408
171,Краснопресненская,55.760378,37.577114,0.9328959861603362,-2.550599701736283
172,Селигерская,55.86483,37.55005,12.562416400954156,-4.24999472732405
173,Верхние Лихоборы,55.85566,37.56282,11.541435150329463,-3.4481445190151763
174,Окружная,55.848889,37.571111,10.787557829175753,-2.927538388821689
175,Фонвизинская,55.822778,37.588056,7.880389348201681,-1.863532704408955
176,Бутырская ,55.813333,37.602778,6.828797052882011,-0.9391129889469703
177,Марьина Роща,55.793723,37.61618,4.645453921475498,-0.09757833562604863
178,Достоевская,55.781667,37.613889,3.3031634286421316,-0.2414341701687429
179,Трубная,55.76771,37.621926,1.7492227759013563,0.26322289761358536
180,Сретенский бульвар,55.766106,37.635688,1.5706372896857743,1.1273625694792664
181,Чкаловская,55.755951,37.659293,0.4400052035543267,2.609561125886923
182,Римская,55.747027,37.679996,-0.5535688950001378,3.9095380493107488
183,Крестьянская застава,55.732278,37.665325,-2.19567960360587,2.9883207719846374
184,Дубровка,55.71268,37.677775,-4.377657711112034,3.770077648832623
185,Кожуховская,55.706156,37.68544,-5.104017273446753,4.251376145038335
186,Печатники,55.692921,37.728338,-6.57755394413708,6.9450148576611745
187,Волжская,55.690446,37.754314,-6.853111070223702,8.576091971714433
188,Люблино,55.676596,37.761639,-8.395115550558994,9.036041098253706
189,Братиславская,55.658817,37.748415,-10.37455429144699,8.205683777121084
190,Марьино,55.649158,37.743844,-11.44994412094681,7.918662940036469
191,Борисово,55.6325,37.743333,-13.304567281928206,7.886576383435509
192,Шипиловская,55.621667,37.743611,-14.51065969356386,7.904032474906882
193,Зябликово,55.611944,37.745278,-15.593168392908426,8.008706231369212
194,Варшавская,55.653294,37.619522,-10.989460600900403,0.11227159851918087
195,Каховская,55.652923,37.596573,-11.030766074471757,-1.32873561918196
196,Бунинская аллея,55.537977,37.515899,-23.82821631251589,-6.394394411197078
197,Улица Горчакова,55.542281,37.532063,-23.34903717179371,-5.379429253213031
198,Бульвар Адмирала Ушакова,55.545207,37.542329,-23.02327532272997,-4.734809546470821
199,Улица Скобелевская,55.548103,37.552721,-22.70085332477731,-4.082278057692125
200,Улица Старокачаловская,55.569194,37.576074,-20.352712525574557,-2.6159030894999096
201,Лесопарковая,55.581656,37.577816,-18.96526711004102,-2.5065199149147945
202,Битцевский Парк,55.600066,37.556058,-16.915601339408298,-3.872742104030453
203,Ростокино,55.839444,37.667778,9.735961040848613,3.14234885593006
204,Белокаменная,55.83,37.700556,8.684477216304275,5.200535670932244
205,Локомотив,55.803219,37.745742,5.702721091955414,8.037841577893694
206,Измайлово,55.788611,37.742778,4.076293926449647,7.8517269920942105
207,Соколиная Гора,55.77,37.745278,2.004185926673124,8.008706231369212
208,Андроновка,55.741111,37.734444,-1.2122395832819268,7.328420981888791
209,Нижегородская,55.732222,37.72825,-2.2019144729634545,6.939489187902972
210,Новохохловская,55.723889,37.716111,-3.12968466306866,6.177260693939898
211,Угрешская,55.718333,37.697778,-3.748271643776519,5.026100297957924
212,ЗИЛ,55.698333,37.648333,-5.975001972216535,1.921363878791226
213,Верхние Котлы,55.69,37.618889,-6.902767009136645,0.07252443864198459
214,Крымская,55.690038,37.605,-6.898536234213076,-0.7995897838750405
215,Площадь Гагарина,55.706944,37.585833,-5.016284124143231,-2.0031186984559537
216,Лужники,55.720278,37.563056,-3.531721729901952,-3.4333256738354128
217,Хорошево,55.777222,37.507222,2.8082668476459687,-6.939238021095454
218,Зорге,55.787778,37.504444,3.9835493949310035,-7.113673367336485
219,Панфиловская,55.799167,37.498889,5.251578665274588,-7.462481259480082
220,Стрешнево,55.813611,37.486944,6.859749137455642,-8.212528071749961
221,Балтийская,55.825833,37.496111,8.220528866273204,-7.636916596942174
222,Коптево,55.839637,37.520037,9.757449450223143,-6.134562333814413
223,Лихоборы,55.847222,37.551389,10.601955609856127,-4.165916621700277
224,Улица Милашенкова,55.821876,37.591206,7.779961935447543,-1.6657387849070153
225,Телецентр,55.821795,37.608975,7.770943509971938,-0.5499926906037284
226,Улица Академика Королёва,55.821821,37.627167,7.773838313197421,0.5923143109847436
227,Выставочный центр,55.824086,37.638494,8.026020256890012,1.3035561390408554
228,Улица Сергея Эйзенштейна,55.829305,37.644997,8.607096799968192,1.7118906995381054
229,Некрасовка,55.7029,37.9264,-5.466528744839502,19.38165357688498
